rgroups,num_atoms
[*]SC(=S)N1CC(C)OC(C)C1,12
[*]C(=O)CCCCCCCCCCC,14
[*]CC(C)(CC)CC,8
[*]c1cc(C)nc2c(C)c(C)nn12,13
[*]c1ncc(I)cn1,8
[*]N1C(=O)CC2(CC(c3c(F)cccc3Cl)=NO2)C1=O,20
[*]ON=C(C)c1ccc(F)cc1,12
[*]c1cc2cc(C)ccc2s1,11
[*]c1nc(C)nc2c1cnn2C,12
[*]c1nc2c(c(C#N)c1C#N)CCC2,14
[*]c1cc(=O)c2ccc(F)cc2o1,13
[*]c1ccc([N+](=O)[O-])s1,9
[*]c1nc(Cl)ncc1F,9
[*]CS(=O)(=O)C=Cc1ccc(Cl)cc1Cl,15
[*]C(=O)C1=C(C)C2C(=O)OC(C)=CC2O1,15
[*]N1CCc2ccc([N+](=O)[O-])cc2C1,14
[*]N1CCC2(CC1)OCC(C)(C)C2=O,14
[*]c1ncc2cccnc2n1,11
[*]c1nnc2n1N=C(c1ccc3c(c1)CCC3)C(C)S2,20
[*]CCCCC(Cl)C(C)C,10
[*]c1nccs1,6
[*]c1c(C)nc2cc(C)ccn12,12
[*]C([2H])[2H],4
[*]N1CCN(C)C(C)C1,9
[*]CN=S1(=O)CCCC1,9
[*]CN1C(=O)C2(CCOCC2)c2ccccc21,17
[*]c1cc(B2OC(C)(C)C(C)(C)O2)ccn1,16
[*]N1C(=O)CC(C2CCCC2)CC1=O,14
[*]N1N=CSCC1=O,8
[*]c1nn2cccnc2c1Cl,11
[*]CS(=O)(=O)c1nc(C)cs1,11
[*]N1CC2CC(O2)C1=O,9
[*]N1CCN(C=C2C(=O)OC(C)(C)OC2=O)CC1,18
[*]c1ccc(C=Nc2sc3c(c2C#N)CCCC3)o1,19
[*]c1ncncc1F,8
[*]N1CC(=O)Sc2ccccc2N=C1SC(C)=O,18
[*]ON=CC1CCOCC1,10
[*]N1C(=O)CSC1=NN=Cc1ccc(C)cc1C,18
[*]N1c2ccccc2COC12C(=O)N(C)c1ccccc12,21
[*]N1CCCC2(CCN(C)C2=O)C1,13
[*]N1CCC2(CO2)C1,8
[*]c1ccc(C=c2sc3n(c2=O)C(c2ccc(Cl)cc2)C2=C(N=3)c3ccccc3CC2)o1,32
[*]N1CC(C=O)OCC12CCCC2,13
[*]N1CCc2cc(F)cc(C)c2C1,13
[*]N1CCC(C)C(Cl)C1,9
[*]c1nc(Cl)c2sc3nc(C)c4c(c3c2n1)CC(C)(C)OC4,22
[*]N1CC(C)OC1=S,8
[*]N1CCCc2cc(F)ccc21,12
[*]c1nnc(C2=COCCO2)o1,12
[*]N1C=NN(C)CC1,8
[*]c1c(Br)nc2n1CCC2,10
[*]c1sc2cc(F)c(F)cc2c1Cl,13
[*]N1CCS(=O)(=O)c2ccccc2C1,14
[*]c1cc(C)nc([S+]2CCCC2)n1,13
[*]N1CCC2(OCCC2(C)C)C1=O,13
[*]OS(=O)(=O)c1ccc(Cl)cc1,12
[*]SC(=C1N=C(c2ccc(C)cc2)OC1=O)N1CCOCC1,22
[*]OS(=O)(=O)C1=CC=C(C)CO1,12
[*]c1nc(C)ccc1C#N,10
[*]CCCC(=O)CCCC,10
[*]N1CCC2(OCCO2)C(Br)C1,12
[*]c1sc2c(c1C#N)C(C)C(C)CC2,14
[*]c1coc(C)n1,7
[*]c1ncnc2cc(N=S(C)(=O)C3CCOCC3)cc(C)c12,22
[*]OOC(=Nc1ccccc1)C(F)(F)F,15
[*]c1ccc2n1C(C)CC2,10
[*]N1c2ccccc2N(C(C)=O)C(=O)CC1C,17
[*]c1nccc2c1ccn2C,11
[*]N1CCC2(CCOCC2)C12CC2,13
[*]C(=O)N=CN(C)C,8
[*]c1ccc2c(n1)CCC2,10
[*]N1C(=O)C([2H])([2H])OC([2H])([2H])C1=O,13
[*]c1nc2c(S(=O)(=O)c3cccc(F)c3)nnn2c2ccsc12,23
[*]C(C)(C)C#N,6
[*]N1CCC2OC(C)(C)OC2C1,12
[*]CC1=COC2=CC(=O)C(=O)c3cccc1c32,17
[*]CCCN1C(=O)CSc2ccccc21,15
[*]N1CCC2(CC1)CC(=O)C(c1cccs1)=CO2,18
[*]N1CCCC2(CC1)COCCO2,13
[*]N1CCn2c(=O)c3cc(Br)cnc3n2CC1,17
[*]c1nc(C)c(B2OC(C)(C)C(C)(C)O2)s1,16
[*]N1CC2(C)OC2(C)C1,9
[*]C(Br)C(C)(F)F,7
[*]OP1(=O)OCc2cc(Br)ccc2O1,14
[*]N1CCN(C)Cc2ccccc21,13
[*]N1CCOc2nc(C)ccc21,12
[*]N1CCc2c(cnc3cc(C)nn23)C1,15
[*]c1nc(Cl)nc2nc(Cl)ccc12,13
[*]CC1(C)c2c(c3ccccc3oc2=O)OC1C,18
[*]c1cc(Cl)cnn1,8
[*]C(=O)C(C)C(C)=O,8
[*]c1c2c(=O)n(C)c(=O)n(C)c2c2n1CC(C)(C)OC2c1ccc(Cl)o1,26
[*]N1CCC(Cl)CC1,8
[*]N1C(=O)C(c2ccc(Cl)cc2)=C(N2CC(C)CC(C)C2)C1=O,23
[*]c1nccc(Br)n1,8
[*]N1C(=O)C(c2cccs2)=C(N2CCN(C)CC2)C1=O,20
[*]N1CC=C(C(F)(F)F)CC1,11
[*]c1nc(C=C)cs1,8
[*]N1C(=O)C(C)SC12C(=O)N(CN1CCOCC1)c1ccc(C)cc12,25
[*]N1CC(C)C2CCCCC21,11
[*]CCCC(=O)CC(C)C,10
[*]O[Sn](CCCC)(CCCC)CCCC,15
[*]c1cn(C)c(I)n1,8
[*]CCCCCCC(C(=O)CC)C(=O)CC,16
[*]C(=O)C(C#N)CC(C)C,10
[*]c1nc2c(C)nn(C)c2c(=O)n1C,14
[*]SN=O,4
[*]c1nnc(S)n1N=Cc1ccco1,14
[*]N1CCCc2ccc(C)c(C)c21,13
[*]N1C(=O)CSC1=Nc1cccc(Cl)c1Cl,16
[*]CC(=O)C(C)C(C)C,9
[*]N1C2CCCC21,7
[*]c1ccc2ccncc2n1,11
[*]C(C)N=[N+]=[N-],6
[*]ON=Cc1ccc(Cl)cc1Cl,12
[*]c1ccc2c(n1)C(C)C(C)OC2=O,14
[*]N1CCN(S(=O)(=O)N2CCCCC2C)CC1,17
[*]c1nc2cc(C)c(C)c(Br)c2o1,13
[*]OC1OC(=O)c2cc3c(cc21)OCO3,15
[*]N1CCOCC2CC21,9
[*]C(=O)C(C)C#N,7
[*]c1nc2c3c4c(sc3nc(C)n2n1)CCCC4C,19
[*]N1CCC2(CCC(C)CC2)C1,12
[*]c1nc(B2OC(C)(C)C(C)(C)O2)cs1,15
[*]SC(=O)CCC,7
[*]N1CC2(COC2)CC1=O,10
[*]N1CC(C)OCCC1C,10
[*]C(C)(CC)CBr,7
[*]N1CCCc2ccc(Cl)cc2C1,13
[*]N1C(=O)C(c2ccc([N+](=O)[O-])cc2)=C(N2CCOCC2)C1=O,23
[*]N1CCC2(CC1)OC(C#N)Cc1ccccc12,18
[*]c1nc2sc3c(Cl)nnnc3c2cc1C#N,17
[*]c1nc2cc3c(cc2cc1C#N)OCCO3,17
[*]OC=C1CC2(CCC1=O)OCCO2,14
[*]N1CC[N+]([O-])(CC2=C(c3ccc(Cl)cc3)CC(C)(C)CC2)CC1,24
[*]N1Cc2cc3cc(C)c(C)cc3nc2OC1=O,18
[*]N1CC=C(c2cc(C)cc(C)c2)CC1,15
[*]c1sc2nc(S)n(N3CCOCC3)c(=O)c2c1C,19
[*]N1C(=O)OC(C)C1(C)C,10
[*]c1nnc2n3ncnc3c3c4c(sc3n12)COC(C)(C)C4,22
[*]c1ccc(C2CC(=O)Oc3c2c(C)cc2oc(=O)c4c(c32)CCC4)o1,26
[*]N1CCN(C)CCN(C)CC1,12
[*]N1CCC2(CC2)C1,8
[*]N1CC2CCCCCC21,10
[*]C(C)C(F)F,6
[*]c1cnc2c(Br)cccn12,11
[*]N1CC(C)C(=O)CC1C,10
[*]c1ncnc2c1sc1ncccc12,14
[*]C(C)(C)C(=O)N1CCCCO1,12
[*]N1CCOC2CC(=O)C21,10
[*]c1cc2ccc(Br)cn2n1,11
[*]c1ccc(C2CC(=O)Oc3cc4c(cc32)OCO4)o1,20
[*]CS(=O)(=O)c1ccc(C)cc1C,13
[*]c1nnc(S(=O)(=O)C(C)C)n1C,13
[*]c1nsc2ccc(C)cc12,11
[*]N1CCC(=O)N(C)c2cccc(C)c21,15
[*]C(F)C(F)(F)F,7
[*]N1CCc2ccc(C#N)cc2CC1,14
[*]c1nc(Cl)c(C=O)s1,9
[*]N1CC2(CC=CO2)C1,9
[*]c1cn2nc(Br)sc2n1,10
[*]CC1(C)c2c(c3c(C)cccc3oc2=O)OC1C,19
[*]N1CC2(C1)OCc1cc(Cl)ncc12,14
[*]C(=O)CCC(C)=O,8
[*]N1CC(C)OC(C)C1,9
[*]c1nnc2n1CCCC2C(F)(F)F,14
[*]ON=C(c1ccc(C)cc1)C1CC1,14
[*]N1CCC2(CC1)OCc1ccc(Br)cc1O2,17
[*]N1C(=O)CN2c3ccc(Br)cc3C(C)(C)C12C,18
[*]N1CCC2(CCOCC2(F)F)CC1,14
[*]c1ccc2nccn2n1,10
[*]SC([2H])([2H])[2H],6
[*]c1ccc2c(=O)n(C)c(=O)n(C)c2n1,15
[*]c1cc(C#N)no1,8
[*]CN1CCC(C)C1,8
[*]N1CCC2(COCc3cncnc32)C1,15
[*]N1C(=O)CSC1=NN=C(C)c1ccc(Cl)cc1,18
[*]N1CCOCC2(CCN(C)C2)C1,13
[*]C(C)(C)CC#N,7
[*]CC(CC)C(C)Br,8
[*]c1ncc(C)cc1Br,9
[*]c1ccc(S(=O)(=O)C2CCOCC2)o1,15
[*]CC(=O)C1=CCCCO1,10
[*]c1ncnc2ccc(S(C)(=O)=O)cc12,15
[*]SN1CCOCC1,8
[*]c1cn2ccnc2cn1,10
[*]SC(=O)CCCCCCCCCCCCCCC,19
[*]N1CCC2CC2C1,8
[*]N1CCCc2sccc2C1=O,12
[*]OP(C)(=O)N1C(=S)OCC1(C)C,13
[*]CC(=O)C1=COCCC1,10
[*]C(=O)C1=CC2CCCCC2O1,12
[*]C(C#N)S(=O)(=O)c1cc(Cl)ccc1Cl,15
[*]N1C(=O)CN2c3ccc(C)cc3C(C)(C)C12C,18
[*]CN=C(S)n1cc(C)cn1,11
[*]N1CCC2(CC1)C(=O)CN(C1=C(C)C(=O)OC1)C2=O,20
[*]N1C(=O)c2oc3ccccc3c(=O)c2C1c1ccncc1,22
[*]c1ccc(Br)c(Cl)n1,9
[*]C([2H])([2H])C,5
[*]N1C2CCCCC2OCCS1(=O)=O,14
[*]c1nc(Cl)nc2sccc12,11
[*]OCN1COCC1(C)C,10
[*]c1nscc1Br,7
[*]ON=CC1(C)CC1,8
[*]N1C(c2ccc(Cl)cc2)=CC(c2ccc(F)cc2)n2nnnc21,24
[*]N1CC(F)(F)CC2(CCC2)C1,12
[*]CC(=O)C#C,6
[*]N1CCCOC1,7
[*]N1C(=O)c2oc3cc(C)cc(C)c3c(=O)c2C1c1cccc(Cl)c1,25
[*]N1CCN2CCOc3cccc1c32,14
[*]N1CCC(C)(C#N)CC1,10
[*]C(C)CC#C,6
[*]N1CCC2(CC1)CN(C)Cc1ccccc12,17
[*]N1Cc2cc(Br)ccc2OC1=O,13
[*]c1cc2cc3c(cc2s1)OCO3,13
[*]OP(=O)([O-])OP([O-])([O-])=S,10
[*]N1CCN=C1SC,8
[*]N1C(=O)c2sc(Cl)cc2S1(=O)=O,13
[*]c1cc2cccnc2n1S(=O)(=O)c1ccccc1,19
[*]c1noc(C2CC(C)(C)Oc3ccccc32)n1,18
[*]CCCCCC1c2ccccc2-c2cc(Cl)ccc21,20
[*]C(=O)CN1C(=O)CN=C(c2ccc(Cl)cc2)c2c1sc1c2CCC1,25
[*]N1CC2(CCCN(S(=O)(=O)N3CCOCC3)C2)CCC1=O,22
[*]N1CC(C)(C#C)CC12COC2,12
[*]c1ncncc1C#N,9
[*]c1ncc(Cl)cc1C=O,10
[*]N1CC(C)CCC1C,9
[*]c1cc2sc3ccccc3c2s1,13
[*]N1C(=O)CCN1c1ccccc1,13
[*]O[Si],3
[*]CCN1C(=O)CCn2c1nc1c2c(=O)n(C)c(=O)n1C,21
[*]N1c2cccc(Cl)c2CC1C,12
[*]N1c2ccccc2C=Cc2ccccc21,16
[*]c1ncc(C#Cc2ccccc2)cn1,15
[*]CN1C(=S)c2ccccc2C1=S,13
[*]OCN=[N+](C)[O-],7
[*]N1CCCOC(C)C1,9
[*]CN(C)N1CCOCC1,10
[*]N1CC(C)C1,6
[*]c1ccc2nc(S)n(N3CCOCC3)c2n1,17
[*]c1ncc2c(n1)-c1ccccc1CCC2,16
[*]CCCCCCCCCCBr,12
[*]N1CC23CCC2(C1)C(=O)OC3=O,13
[*]N1CC(C)(C)N(C)S1(=O)=O,11
[*]N1CCN(S(=O)(=O)N2CCC(C)CC2)C(C)C1,18
[*]OC1=C(C)OC(C)C1=O,10
[*]N1CCC2(CCCOC2)C1,11
[*]c1nc2c3ccccc3ncn2n1,14
[*]CCF,4
[*]N1C(=O)CSC12C(=O)N(CC)c1ccccc12,18
[*]N1CCC2(CC1)CC(C)(C)C(=O)O2,14
[*]c1nc(F)cc(F)n1,9
[*]N1C(=O)c2c(ccc3ccccc23)C1C#N,17
[*]SC(=O)CCC#C,8
[*]CCCC(C)(CBr)CCC,11
[*]C(=O)C(C)S(=O)C(C)C(C)=O,12
[*]N1C=C2CC(=O)SC2CC1,11
[*]N1CC2C3CCC(O3)C2C1,11
[*]CCC(=O)C(F)F,8
[*]N1CCC(N2C(=O)OCc3c(F)cccc32)CC1,19
[*]c1cc2cc(C)ccc2nn1,12
[*]N1CCS(=O)(=O)CC1,9
[*]C(N=Nc1ccc(Cl)cc1)C1=NC(=O)CS1,17
[*]N1C(=O)CCC12CCN(C)CC2,13
[*]OC=C1N=C(c2ccc(Cl)cc2)OC1=O,16
[*]CCCC(C)CCCC(C)CCCC(C)C,17
[*]c1cn(C2CCCc3ccc(Cl)cc32)nn1,17
[*]C(C)(C)CCC(=S)N1CCOCC1,14
[*]N1CCC2(CC1)CC(=O)c1cc(Cl)c(C)cc1O2,19
[*]CS(=O)c1ccc(C)cc1,11
[*]c1sccc1Cl,7
[*]N1CCC2(CCO2)C1,9
[*]c1ccc(S(=O)(=O)F)o1,10
[*]N1C2(CCOCC2)COS1(=O)=O,13
[*]N1CCC2(CC1)OCCc1ccccc12,16
[*]CC(CC)C(C)=O,8
[*]c1ncnc2cccc(C)c12,12
[*]c1ncc(C#N)cc1F,10
[*]c1cc(=O)c2ccc(C)c(C)c2o1,14
[*]N1N=C2C(=CC(=O)c3ccccc32)SCC1=O,18
[*]C(=O)N=c1sc2ccc(C)c(C)c2n1C,16
[*]CCCC=C[Si](C)(C)C,10
[*]N1C(=O)C2C(=O)OC3(CCCCC3)C2C1=O,17
[*]N1c2c(C)ccc(C)c2C(C)CC12CCCCC2,19
[*]C(=O)N=c1sc2cc(C)ccc2n1C,15
[*]CC(=O)N1C(=O)CN(C)C(=O)c2ccccc21,18
[*]C(C)(C)C1=CC(=O)c2ccccc2C1=O,16
[*]CC(=O)C1=CCCC1,9
[*]N1CCC(C)(C)C1,8
[*]c1cc2cc(Cl)ccc2s1,11
[*]N1CCCC2(CC(=O)C(c3ccccc3)=CO2)C1,19
[*]CP(C1CCCCC1)C1CCCCC1,15
[*]N1CCC2(CC1)CC(=O)c1c(cc(C)c(Cl)c1C)O2,20
[*]N1CCC2(CC1)C(=O)N(C)C(=O)N2C,15
[*]N1CCSC1=Nc1cccc(Cl)c1C,15
[*]c1nnc2c3c4c(sc3nc(C)n12)CCCC4,18
[*]N1CCc2ccc(C)cc21,11
[*]N1CCC2(CCO2)C(=O)C1,11
[*]N(C)S(=O)(=O)N1CCOCC1,12
[*]N1CC2CN(C)CC(O2)C1=O,12
[*]N1CCOC1,6
[*]C(F)C1=CCCO1,8
[*]OP(C)(=S)OC,7
[*]c1cc(=O)n2cc(C)cc(Br)c2n1,14
[*]N1CCCc2cc(Br)cc(F)c21,13
[*]N1CCOc2ccccc2C1c1cccs1,17
[*]O[13C]([2H])([2H])[2H],6
[*]CCCC(CBr)CCC,10
[*]N1CC2(CCOCC2)c2ccccc21,15
[*]c1cc2n(c(=O)n1)CCc1cc(C#CC3CCCC3)ccc1-2,23
[*]N1CCN(C)c2cc(Cl)ccc21,13
[*]c1cc(=O)n2ccc(C)cc2n1,13
[*]N1CCc2cccc(Br)c2C1,12
[*]N(C)S(=O)(=O)N1CCOC(C#N)C1,14
[*]c1cccc([Sn](CCCC)(CCCC)CCCC)n1,20
[*]N1CC2(OCC3OC(C)(C)OC3C2=O)OC1=O,18
[*]c1nc2ccc(Br)cn2n1,11
[*]ON1C(=O)CCC1=O,9
[*]N1CC(C=C(Br)Br)CC1=O,11
[*]c1ncnc2c(C)csc12,11
[*]N1CCC(N2C(=O)COc3ccccc32)CC1,18
[*]N1CCN(S(=O)(=O)N2CCN(C)CC2)CC1,17
[*]N1CCc2ccsc2C1C,11
[*]c1scc(C2=CC3OCOC3C=C2)c1C#N,17
[*]CC1(c2ccc(Cl)cc2Cl)OCc2ccccc21,19
[*]c1nc2sc3c(=O)n(C)nnc3c2c2c1CCCC2,20
[*]N1CC2OC2C12CCC2,10
[*]CC(C)CC#N,7
[*]N1CC=C(c2ccc(Br)cc2)CC1,14
[*]SC(CCCCS(=O)[13C]([2H])([2H])[2H])=NOS(=O)(=O)[O-],19
[*]N1CC2CCC3(CC2CC1C#N)OCCO3,17
[*]N1CCC2(CC1)CCN(C1=C(CC)C(=O)OC1)C2=O,20
[*]c1ncnc2c1COCC2,11
[*]OC1C2OC(C)(C)OC2C(C2COC(C)(C)O2)OP1(=O)c1ccccc1,27
[*]N1CCC2(CC1)OC(=O)c1ncccc12,16
[*]N1CC(F)(C=O)C2(COC2)C1,12
[*]N1C(C)CC2OC2C1C,10
[*]CCC(C)CCBr,8
[*]c1cc(=O)c2cccc(Cl)c2o1,13
[*]N1C(=O)CSC1=NN=Cc1ccccc1Cl,17
[*]ON=C(C)c1ccc2c(c1)CCO2,14
[*]N1CC(C)(C)Oc2ccccc21,13
[*]OP1(=O)C=C(c2ccccc2)OC1c1ccc(F)cc1,21
[*]N1c2ccccc2C(=O)N(C)C12CCOCC2,18
[*]c1ncc([N+](=O)[O-])cn1,10
[*]N1CC2CC1CS2=O,9
[*]N1Cc2cc3cc4c(cc3nc2OC1=O)OCO4,19
[*]N1C2CCC1c1cnc3cc(C)nn3c1C2,17
[*]c1ncc2c(n1)COC21CN(S(=O)(=O)N(C)C)C1,19
[*]N1CCC2CC3(CC2C1)OCCO3,14
[*]N1CN(S(=O)(=O)N2CCOC(C)(C)C2)CC1=O,18
[*]c1nnc(C2=CCCCO2)o1,12
[*]N1CCC2(CCc3ccccc3O2)CC1,16
[*]N1C(=O)CC2(CCCC2)N=C1CCCC,16
[*]CC(C)(F)C(C)(C)C,9
[*]N1C2(CCOC2)COS1(=O)=O,12
[*]c1nnc(C)c(C)c1C#N,11
[*]N1C(=O)c2oc3cc(C)c(C)cc3c(=O)c2C1c1cccc(Cl)c1,25
[*]N1C(=O)c2oc3ccc(Br)cc3c(=O)c2C1c1ccc(Cl)cc1,24
[*]N1C(=O)C(c2ccccc2)=C(N2CCN(C)CC2)C1=O,21
[*]CC#Cc1cccc(Cl)c1,11
[*]C(C)C(=O)C(C)(C)C,9
[*]N1C(=O)C(c2ccccc2)=NC12CCCCCC2,19
[*]N1CCC2C1CCCCN2C,12
[*]N1CCCCC(C2CCOC2)C1,13
[*]N1CCOC2CN(C)CCC2C1=O,14
[*]N1CCN(C)CCC12CCOCC2,14
[*]N1CCc2c(ncn2C)C1,11
[*]N1CCC2(CC1)OC(CCC)c1ccccc12,18
[*]c1nc2ccc(Cl)cn2c1F,12
[*]c1ccc(C=Nc2ccc(Cl)cc2Cl)o1,16
[*]CCC(=O)n1ccc(C)cc1=NC1CCCCC1,19
[*]c1nnc(S(=O)(=O)Cl)n1C,11
[*]c1ncccc1C1=NCCCC1,13
[*]c1nc2c3cnn(C)c3ncn2n1,14
[*]N1C(=O)C(c2ccc(C)c(C)c2)=C(N2CCc3ccccc3C2)C1=O,26
[*]N1C(=O)C=C(Cl)C1=O,9
[*]N1CCCC(C)(C)COc2ccccc2Oc2ncccc2C1,24
[*]c1ccc(C#Cc2ccc(F)cc2)cn1,16
[*]c1c(C#N)c(C)c2ccccn12,13
[*]O[SiH2]C(C)(C)C(C)(C)C,10
[*]CCC1=CCCc2ccccc21,13
[*]N1CCc2oc3c(Cl)cc(S(=O)(=O)c4ccccc4)cc3c2C1,24
[*]CCC(CBr)CC(C)C,10
[*]N1CCC2(CC1)CC(=O)N(C)c1ccccc12,18
[*]N1CC23CCCCC2(COC3)C1,13
[*]CN1C(=O)CN=C(c2ccc(Br)cc2)c2c1sc1c2CCCC1,24
[*]c1c(Cl)nc2sccn12,10
[*]CS(=O)c1ccccc1Cl,11
[*]N1CC(C)c2ccccc21,11
[*]N1CCCc2ccc(F)cc21,12
[*]N1CCN(C=C2OC(=O)c3ccccc32)CC1,18
[*]ON1C(=O)CC(S(=O)(=O)[O-])C1=O,13
[*]N1CCSc2ccncc21,11
[*]N1CC(C2COC(C)(C)O2)OCC1=O,15
[*]CS(=O)(=O)c1ccncc1,11
[*]c1nccc2c1CCO2,10
[*]N1C(=O)SC(Br)C1=O,9
[*]N1CCCC2(CC1)OCCC2=O,13
[*]N1CC=C(c2ccc(S(=O)(=O)C(C)C)cc2)CC1,19
[*]N1CCC2(CCN(C)CC2)OC1=O,14
[*]OCN=[N+]=[N-],6
[*]N1CCC2(CC1)Cc1cc(Cl)ccc1O2,16
[*]N1CCCC2(CC1)OCCC2C#N,14
[*]c1nc2c(ccc3ccccc32)s1,14
[*]CC(=O)C(C)C,7
[*]N1CCCc2cc3c(cc2C1)OCCO3,16
[*]N1CC(=O)N(C)CC1C,10
[*]N1CC(C)(c2ccccc2)c2ccc(C#N)cc21,19
[*]c1noc2ccc(Cl)cc12,11
[*]c1cc(C)c2c(n1)sc1c(Cl)ncnc12,16
[*]c1scc2c1c(=O)oc1ccccc12,15
[*]c1noc2c1CN(S(=O)(=O)N1CCOCC1)CC2,19
[*]N1CCC2(C=Cc3ccccc32)CC1,15
[*]N1C(C)COC2CCCC21,11
[*]N1CC2(CCN(C)CC2)C2COCC21,15
[*]c1nc(Cl)cc2nccn12,11
[*]c1nc(Cl)c2oc3ccccc3c2n1,15
[*]N1CCCCC12CCOC2,11
[*]N1C(=O)CCC2=C1CCC2=O,12
[*]N1CCN2CC(F)(F)CC2C1,12
[*]c1nc(Cl)c(F)c(Cl)n1,10
[*]N(C)S(=O)(=O)N1CCC2C(C1)OCc1cnnn12,19
[*]C(C)C(C)CC,7
[*]N1CCc2cc(C)ccc2C1,12
[*]c1c(C)nc2ccc(F)cn12,12
[*]N1COCC2(COCC3CCCN32)C1,15
[*]c1cc2cc3ccc(=O)oc3cc2o1,15
[*]c1cc2cc3cc(C)ccc3nc2s1,15
[*]N1CC2COC(=O)C2(C)C1,11
[*]N1CCCCC12CCCOC2,12
[*]C(=O)N=C1N=C2C=CC(I)=CN2Cc2ccccc21,20
[*]N1C(=O)OC([2H])([2H])C1([2H])[2H],11
[*]SC1=NC(C)CS1,8
[*]CCCC(CCl)C(C)(C)C,11
[*]N1CCc2ncc(C)cc21,11
[*]c1nnc(S)n1N1CCOCC1,13
[*]N1CCC(=NN2CCOCC2)CC1,14
[*]N1CCN(CN2C(=O)C3(OCC4(CO3)CC3C=CC4C3)c3ccccc32)CC1,29
[*]N1Cc2cc3cccc(C)c3nc2OCC1=O,18
[*]C(C#N)C(=NS(=O)(=O)c1cccs1)c1ccccc1,20
[*]c1nc2cc(C)c(C)cc2cc1C=O,15
[*]N1C(=O)C(c2ccc([N+](=O)[O-])cc2)=C(N2CCN(C)CC2)C1=O,24
[*]c1nn2c(c1I)COCC2,11
[*]c1nc(Cl)nc(C)c1[N+](=O)[O-],12
[*]N1C(=O)c2cccc(C#CC=O)c2C1=O,16
[*]c1nc2c(s1)CC(C)CC2,11
[*][13C]([2H])([2H])[2H],5
[*]N1CCCC2(C1)OCCC2=O,12
[*]c1nc([2H])c(B2OC(C)(C)C(C)(C)O2)nc1[2H],18
[*]c1ncccc1C#C,9
[*]SC=C,4
[*]c1cc2c(s1)N=C(c1ccccc1)N(C)P2(=Nc1ccc([N+](=O)[O-])cc1)N1CCOCC1,33
[*]N1C2COCC21,7
[*]c1nn(C)c2c1C(c1cccc(F)c1)=NCC(=O)N2C,21
[*]N1CCSc2nc(C)cc(C)c21,13
[*]C(=O)CC#N,6
[*]N1C(=O)SC(=C2Sc3ccccc3N2C)C1=O,18
[*]c1cc(N=C2OCC3(CCCCC3)CN2C(=S)SC)on1,22
[*]c1noc(C2CCS(=O)(=O)c3ccccc32)n1,18
[*]c1ccc2c(n1)CCC1(C2)OCCO1,15
[*]N1CC(=O)N2CC(C)c3ccccc3C2C1,17
[*]c1cc(=O)n2cccc(C)c2n1,13
[*]c1cn2c(n1)SCC2,9
[*]c1nnc2cc(Cl)nc(C)n12,12
[*]N1CC2COCCC1C2,10
[*]c1cn2c(n1)CSCC2,10
[*]c1nc2cc(C#N)ccc2n1C,13
[*]C(=O)CN1C(=O)CN=C(c2ccccc2)c2c1sc1c2CCCC1,25
[*]N1CC2OCCN(S(=O)(=O)N(C)C)C2C1,16
[*]c1nc2cnc(Cl)cc2o1,11
[*]c1cn2cc(Br)cc(F)c2n1,12
[*]c1ncc(C)c2occc12,11
[*]c1nnc(S(C)(=O)=O)o1,10
[*]N1CCN(C)c2ncccc2C1,13
[*]C(=O)n1ccnc1C,9
[*]C(=O)N=c1sc2cc(Cl)ccc2n1C,15
[*]CC(=O)N=c1sc2cc(Cl)cc(Cl)c2n1C,17
[*]N1CCC2(CC1)CC(=O)N(CC#N)c1ccccc12,20
[*]OP(=O)(N(CCCl)CCCl)N(CCCl)CCCl,18
[*]c1nc2sc3c(n2c1Cl)CCC3,13
[*]c1nnc(Cl)c2ccccc12,12
[*]c1oc2c(ccc3ccccc32)c1C,15
[*]c1csc(=Nc2ccccn2)n1C,14
[*]ON=C1CCCOCC1,10
[*]c1nc2c(Cl)c3ccccc3nc2s1,15
[*]c1noc2c1CCCCC2,11
[*]N1CC2(C)CC1CC(C)(C)C2,12
[*]OC(F)(F)Cl,6
[*]c1ncn2c1CN1C(=O)CC(c3ccccc3)c3cccc-2c31,24
[*]c1nnc(C2OCCc3ccccc32)o1,16
[*]N1CCOC(F)C1,8
[*]N1C(=O)C(c2ccc(Cl)cc2Cl)=C(N2CC(C)OC(C)C2)C1=O,24
[*]c1noc2cc(F)c(F)cc12,12
[*]c1nc([Si](C)(C)C)cc2c1COC=C2CC,17
[*]N1CC(=O)N2CCc3c(F)cccc3C2C1,17
[*]N1CCC(=O)C12CCCOCC2,13
[*]N1CCCCCCCc2ccccc2OCCC1,19
[*]N1CCCc2cc(F)cc(C)c21,13
[*]N1C(=O)C(c2ccc([N+](=O)[O-])cc2)=C(N2CCC(C)CC2)C1=O,24
[*]c1oc(C=c2sc3nc4cc(C)c(C)cc4n3c2=O)cc1Br,23
[*]N1CCc2ccccc2C1C1C(=O)CCCC1=O,19
[*]N1CC=C(CC#N)CC1,10
[*]CN1C(=O)CCc2cc(Br)ccc21,14
[*]N1C(=O)CSC1=NN=Cc1ccccn1,16
[*]N1CCOC2(CCN(S(=O)(=O)N3CCCC3)CC2)C1,20
[*]N1CCC(C#N)(C2COCC2=O)CC1,15
[*]CC(C)N=[N+]=[N-],7
[*]c1nc(C)n2c1COCC2,11
